Ticker,Name,Date,Close
YUM,"Yum! Brands, Inc.",1/2/2020 16:00,102.17
YUM,"Yum! Brands, Inc.",1/3/2020 16:00,101.85
YUM,"Yum! Brands, Inc.",1/6/2020 16:00,101.79
YUM,"Yum! Brands, Inc.",1/7/2020 16:00,101.97
YUM,"Yum! Brands, Inc.",1/8/2020 16:00,102.15
YUM,"Yum! Brands, Inc.",1/9/2020 16:00,102.96
YUM,"Yum! Brands, Inc.",1/10/2020 16:00,101.69
YUM,"Yum! Brands, Inc.",1/13/2020 16:00,100.34
YUM,"Yum! Brands, Inc.",1/14/2020 16:00,100.72
YUM,"Yum! Brands, Inc.",1/15/2020 16:00,101.24
YUM,"Yum! Brands, Inc.",1/16/2020 16:00,102.16
YUM,"Yum! Brands, Inc.",1/17/2020 16:00,105.4
YUM,"Yum! Brands, Inc.",1/21/2020 16:00,105.6
YUM,"Yum! Brands, Inc.",1/22/2020 16:00,106.49
YUM,"Yum! Brands, Inc.",1/23/2020 16:00,105.98
YUM,"Yum! Brands, Inc.",1/24/2020 16:00,104.98
YUM,"Yum! Brands, Inc.",1/27/2020 16:00,104.39
YUM,"Yum! Brands, Inc.",1/28/2020 16:00,104.82
YUM,"Yum! Brands, Inc.",1/29/2020 16:00,106.63
YUM,"Yum! Brands, Inc.",1/30/2020 16:00,106.6
YUM,"Yum! Brands, Inc.",1/31/2020 16:00,105.77
YUM,"Yum! Brands, Inc.",2/3/2020 16:00,106.41
YUM,"Yum! Brands, Inc.",2/4/2020 16:00,106.71
YUM,"Yum! Brands, Inc.",2/5/2020 16:00,106.78
YUM,"Yum! Brands, Inc.",2/6/2020 16:00,103.74
YUM,"Yum! Brands, Inc.",2/7/2020 16:00,102.04
YUM,"Yum! Brands, Inc.",2/10/2020 16:00,102.87
YUM,"Yum! Brands, Inc.",2/11/2020 16:00,104.05
YUM,"Yum! Brands, Inc.",2/12/2020 16:00,105.34
YUM,"Yum! Brands, Inc.",2/13/2020 16:00,105.03
YUM,"Yum! Brands, Inc.",2/14/2020 16:00,105.28
YUM,"Yum! Brands, Inc.",2/18/2020 16:00,104.03
YUM,"Yum! Brands, Inc.",2/19/2020 16:00,105.19
YUM,"Yum! Brands, Inc.",2/20/2020 16:00,103.87
YUM,"Yum! Brands, Inc.",2/21/2020 16:00,103.51
YUM,"Yum! Brands, Inc.",2/24/2020 16:00,100.25
YUM,"Yum! Brands, Inc.",2/25/2020 16:00,97.95
YUM,"Yum! Brands, Inc.",2/26/2020 16:00,97.5
YUM,"Yum! Brands, Inc.",2/27/2020 16:00,92.67
YUM,"Yum! Brands, Inc.",2/28/2020 16:00,89.25
YUM,"Yum! Brands, Inc.",3/2/2020 16:00,92.53
YUM,"Yum! Brands, Inc.",3/3/2020 16:00,91.31
YUM,"Yum! Brands, Inc.",3/4/2020 16:00,94.63
YUM,"Yum! Brands, Inc.",3/5/2020 16:00,90.92
YUM,"Yum! Brands, Inc.",3/6/2020 16:00,89.4
YUM,"Yum! Brands, Inc.",3/9/2020 16:00,83.7
YUM,"Yum! Brands, Inc.",3/10/2020 16:00,86.78
YUM,"Yum! Brands, Inc.",3/11/2020 16:00,80.97
YUM,"Yum! Brands, Inc.",3/12/2020 16:00,78.45
YUM,"Yum! Brands, Inc.",3/13/2020 16:00,78.46
YUM,"Yum! Brands, Inc.",3/16/2020 16:00,69.83
YUM,"Yum! Brands, Inc.",3/17/2020 16:00,65.49
YUM,"Yum! Brands, Inc.",3/18/2020 16:00,60.69
YUM,"Yum! Brands, Inc.",3/19/2020 16:00,62.6
YUM,"Yum! Brands, Inc.",3/20/2020 16:00,58.08
YUM,"Yum! Brands, Inc.",3/23/2020 16:00,56.52
YUM,"Yum! Brands, Inc.",3/24/2020 16:00,69.66
YUM,"Yum! Brands, Inc.",3/25/2020 16:00,72.87
YUM,"Yum! Brands, Inc.",3/26/2020 16:00,75.75
YUM,"Yum! Brands, Inc.",3/27/2020 16:00,68.53
YUM,"Yum! Brands, Inc.",3/30/2020 16:00,70.67
YUM,"Yum! Brands, Inc.",3/31/2020 16:00,68.53
YUM,"Yum! Brands, Inc.",4/1/2020 16:00,67.65
YUM,"Yum! Brands, Inc.",4/2/2020 16:00,66.05
YUM,"Yum! Brands, Inc.",4/3/2020 16:00,63.3
YUM,"Yum! Brands, Inc.",4/6/2020 16:00,70.5
YUM,"Yum! Brands, Inc.",4/7/2020 16:00,71.35
YUM,"Yum! Brands, Inc.",4/8/2020 16:00,75.37
YUM,"Yum! Brands, Inc.",4/9/2020 16:00,80.37
YUM,"Yum! Brands, Inc.",4/13/2020 16:00,77.06
YUM,"Yum! Brands, Inc.",4/14/2020 16:00,79.89
YUM,"Yum! Brands, Inc.",4/15/2020 16:00,77.64
YUM,"Yum! Brands, Inc.",4/16/2020 16:00,80.11
YUM,"Yum! Brands, Inc.",4/17/2020 16:00,84.17
YUM,"Yum! Brands, Inc.",4/20/2020 16:00,82.07
YUM,"Yum! Brands, Inc.",4/21/2020 16:00,81.2
YUM,"Yum! Brands, Inc.",4/22/2020 16:00,86.79
YUM,"Yum! Brands, Inc.",4/23/2020 16:00,85.61
YUM,"Yum! Brands, Inc.",4/24/2020 16:00,85.89
YUM,"Yum! Brands, Inc.",4/27/2020 16:00,88.19
YUM,"Yum! Brands, Inc.",4/28/2020 16:00,88.27
YUM,"Yum! Brands, Inc.",4/29/2020 16:00,87.46
YUM,"Yum! Brands, Inc.",4/30/2020 16:00,86.43
YUM,"Yum! Brands, Inc.",5/1/2020 16:00,83.81
YUM,"Yum! Brands, Inc.",5/4/2020 16:00,83.09
YUM,"Yum! Brands, Inc.",5/5/2020 16:00,83.28
YUM,"Yum! Brands, Inc.",5/6/2020 16:00,83.17
YUM,"Yum! Brands, Inc.",5/7/2020 16:00,84.6
YUM,"Yum! Brands, Inc.",5/8/2020 16:00,86.18
YUM,"Yum! Brands, Inc.",5/11/2020 16:00,86.37
YUM,"Yum! Brands, Inc.",5/12/2020 16:00,84
YUM,"Yum! Brands, Inc.",5/13/2020 16:00,80.44
YUM,"Yum! Brands, Inc.",5/14/2020 16:00,83.29
YUM,"Yum! Brands, Inc.",5/15/2020 16:00,84.9
YUM,"Yum! Brands, Inc.",5/18/2020 16:00,86.76
YUM,"Yum! Brands, Inc.",5/19/2020 16:00,86.86
YUM,"Yum! Brands, Inc.",5/20/2020 16:00,88.09
YUM,"Yum! Brands, Inc.",5/21/2020 16:00,88.01
YUM,"Yum! Brands, Inc.",5/22/2020 16:00,87.25
YUM,"Yum! Brands, Inc.",5/26/2020 16:00,88.05
YUM,"Yum! Brands, Inc.",5/27/2020 16:00,90.24
YUM,"Yum! Brands, Inc.",5/28/2020 16:00,90.85
YUM,"Yum! Brands, Inc.",5/29/2020 16:00,89.73
YUM,"Yum! Brands, Inc.",6/1/2020 16:00,90.52
YUM,"Yum! Brands, Inc.",6/2/2020 16:00,92.21
YUM,"Yum! Brands, Inc.",6/3/2020 16:00,94.56
YUM,"Yum! Brands, Inc.",6/4/2020 16:00,94.99
YUM,"Yum! Brands, Inc.",6/5/2020 16:00,96.52
YUM,"Yum! Brands, Inc.",6/8/2020 16:00,95.99
YUM,"Yum! Brands, Inc.",6/9/2020 16:00,95.56
YUM,"Yum! Brands, Inc.",6/10/2020 16:00,94.09
YUM,"Yum! Brands, Inc.",6/11/2020 16:00,90.67
YUM,"Yum! Brands, Inc.",6/12/2020 16:00,91.28
YUM,"Yum! Brands, Inc.",6/15/2020 16:00,91.44
YUM,"Yum! Brands, Inc.",6/16/2020 16:00,91.86
YUM,"Yum! Brands, Inc.",6/17/2020 16:00,91.26
YUM,"Yum! Brands, Inc.",6/18/2020 16:00,90.13
YUM,"Yum! Brands, Inc.",6/19/2020 16:00,88.26
YUM,"Yum! Brands, Inc.",6/22/2020 16:00,87.82
YUM,"Yum! Brands, Inc.",6/23/2020 16:00,87.92
YUM,"Yum! Brands, Inc.",6/24/2020 16:00,86.56
YUM,"Yum! Brands, Inc.",6/25/2020 16:00,86
YUM,"Yum! Brands, Inc.",6/26/2020 16:00,84.79
YUM,"Yum! Brands, Inc.",6/29/2020 16:00,86.98
YUM,"Yum! Brands, Inc.",6/30/2020 16:00,86.91
YUM,"Yum! Brands, Inc.",7/1/2020 16:00,86.45
YUM,"Yum! Brands, Inc.",7/2/2020 16:00,86.56
YUM,"Yum! Brands, Inc.",7/6/2020 16:00,88.51
