Ticker,Company,Date,Close
SYY,SYSCO Corporation,12/4/2020 16:00,78.12
SYY,SYSCO Corporation,12/7/2020 16:00,75.87
SYY,SYSCO Corporation,12/8/2020 16:00,76.72
SYY,SYSCO Corporation,12/9/2020 16:00,76.41
SYY,SYSCO Corporation,12/10/2020 16:00,77.24
SYY,SYSCO Corporation,12/11/2020 16:00,75.88
SYY,SYSCO Corporation,12/14/2020 16:00,73.43
SYY,SYSCO Corporation,12/15/2020 16:00,74.31
SYY,SYSCO Corporation,12/16/2020 16:00,73.88
SYY,SYSCO Corporation,12/17/2020 16:00,74.44
SYY,SYSCO Corporation,12/18/2020 16:00,72.28
SYY,SYSCO Corporation,12/21/2020 16:00,72.47
SYY,SYSCO Corporation,12/22/2020 16:00,71.92
SYY,SYSCO Corporation,12/23/2020 16:00,72.87
SYY,SYSCO Corporation,12/24/2020 13:00,72.42
SYY,SYSCO Corporation,12/28/2020 16:00,73.83
SYY,SYSCO Corporation,12/29/2020 16:00,72.83
SYY,SYSCO Corporation,12/30/2020 16:00,73.29
SYY,SYSCO Corporation,12/31/2020 16:00,74.26
SYY,SYSCO Corporation,1/4/2021 16:00,72.31
SYY,SYSCO Corporation,1/5/2021 16:00,72.77
SYY,SYSCO Corporation,1/6/2021 16:00,76
SYY,SYSCO Corporation,1/7/2021 16:00,75.59
SYY,SYSCO Corporation,1/8/2021 16:00,77.55
SYY,SYSCO Corporation,1/11/2021 16:00,77.55
SYY,SYSCO Corporation,1/12/2021 16:00,78.37
SYY,SYSCO Corporation,1/13/2021 16:00,76.14
SYY,SYSCO Corporation,1/14/2021 16:00,75.51
SYY,SYSCO Corporation,1/15/2021 16:00,75.57
SYY,SYSCO Corporation,1/19/2021 16:00,74.87
SYY,SYSCO Corporation,1/20/2021 16:00,77.02
SYY,SYSCO Corporation,1/21/2021 16:00,76.83
SYY,SYSCO Corporation,1/22/2021 16:00,75.19
SYY,SYSCO Corporation,1/25/2021 16:00,73
SYY,SYSCO Corporation,1/26/2021 16:00,74.17
SYY,SYSCO Corporation,1/27/2021 16:00,72.02
SYY,SYSCO Corporation,1/28/2021 16:00,74.15
SYY,SYSCO Corporation,1/29/2021 16:00,71.51
SYY,SYSCO Corporation,2/1/2021 16:00,71.57
SYY,SYSCO Corporation,2/2/2021 16:00,73.03
SYY,SYSCO Corporation,2/3/2021 16:00,76.4
SYY,SYSCO Corporation,2/4/2021 16:00,76.52
SYY,SYSCO Corporation,2/5/2021 16:00,77.08
SYY,SYSCO Corporation,2/8/2021 16:00,76.92
SYY,SYSCO Corporation,2/9/2021 16:00,76.21
SYY,SYSCO Corporation,2/10/2021 16:00,76.14
SYY,SYSCO Corporation,2/11/2021 16:00,76.22
SYY,SYSCO Corporation,2/12/2021 16:00,76.24
SYY,SYSCO Corporation,2/16/2021 16:00,76.39
SYY,SYSCO Corporation,2/17/2021 16:00,74.89
SYY,SYSCO Corporation,2/18/2021 16:00,74.93
SYY,SYSCO Corporation,2/19/2021 16:00,76.71
SYY,SYSCO Corporation,2/22/2021 16:00,78.66
SYY,SYSCO Corporation,2/23/2021 16:00,79.13
SYY,SYSCO Corporation,2/24/2021 16:00,80.98
SYY,SYSCO Corporation,2/25/2021 16:00,80.4
SYY,SYSCO Corporation,2/26/2021 16:00,79.63
SYY,SYSCO Corporation,3/1/2021 16:00,80.91
SYY,SYSCO Corporation,3/2/2021 16:00,80.03
SYY,SYSCO Corporation,3/3/2021 16:00,81.5
SYY,SYSCO Corporation,3/4/2021 16:00,79.42
SYY,SYSCO Corporation,3/5/2021 16:00,81.79
SYY,SYSCO Corporation,3/8/2021 16:00,81.7
SYY,SYSCO Corporation,3/9/2021 16:00,79.36
SYY,SYSCO Corporation,3/10/2021 16:00,81.23
SYY,SYSCO Corporation,3/11/2021 16:00,81.03
SYY,SYSCO Corporation,3/12/2021 16:00,83.4
SYY,SYSCO Corporation,3/15/2021 16:00,83.24
SYY,SYSCO Corporation,3/16/2021 16:00,80.45
SYY,SYSCO Corporation,3/17/2021 16:00,80.76
SYY,SYSCO Corporation,3/18/2021 16:00,78.82
SYY,SYSCO Corporation,3/19/2021 16:00,79.7
SYY,SYSCO Corporation,3/22/2021 16:00,78.6
SYY,SYSCO Corporation,3/23/2021 16:00,77.78
SYY,SYSCO Corporation,3/24/2021 16:00,77.65
SYY,SYSCO Corporation,3/25/2021 16:00,79.59
SYY,SYSCO Corporation,3/26/2021 16:00,80.63
SYY,SYSCO Corporation,3/29/2021 16:00,79.03
SYY,SYSCO Corporation,3/30/2021 16:00,79.89
SYY,SYSCO Corporation,3/31/2021 16:00,78.74
SYY,SYSCO Corporation,4/1/2021 16:00,77.99
SYY,SYSCO Corporation,4/5/2021 16:00,79.28
SYY,SYSCO Corporation,4/6/2021 16:00,81.25
SYY,SYSCO Corporation,4/7/2021 16:00,80.65
SYY,SYSCO Corporation,4/8/2021 16:00,80.61
SYY,SYSCO Corporation,4/9/2021 16:00,80.86
SYY,SYSCO Corporation,4/12/2021 16:00,81.57
SYY,SYSCO Corporation,4/13/2021 16:00,80.48
SYY,SYSCO Corporation,4/14/2021 16:00,80.53
SYY,SYSCO Corporation,4/15/2021 16:00,80.58
SYY,SYSCO Corporation,4/16/2021 16:00,80.56
SYY,SYSCO Corporation,4/19/2021 16:00,81.08
SYY,SYSCO Corporation,4/20/2021 16:00,80.31
SYY,SYSCO Corporation,4/21/2021 16:00,82.4
SYY,SYSCO Corporation,4/22/2021 16:00,82.38
SYY,SYSCO Corporation,4/23/2021 16:00,82.64
SYY,SYSCO Corporation,4/26/2021 16:00,82.28
SYY,SYSCO Corporation,4/27/2021 16:00,83.29
SYY,SYSCO Corporation,4/28/2021 16:00,83.24
SYY,SYSCO Corporation,4/29/2021 16:00,84.17
SYY,SYSCO Corporation,4/30/2021 16:00,84.73
SYY,SYSCO Corporation,5/3/2021 16:00,84.04
SYY,SYSCO Corporation,5/4/2021 16:00,83.18
SYY,SYSCO Corporation,5/5/2021 16:00,83.04
SYY,SYSCO Corporation,5/6/2021 16:00,85.38
SYY,SYSCO Corporation,5/7/2021 16:00,86.26
SYY,SYSCO Corporation,5/10/2021 16:00,85.64
SYY,SYSCO Corporation,5/11/2021 16:00,83.98
SYY,SYSCO Corporation,5/12/2021 16:00,81.72
SYY,SYSCO Corporation,5/13/2021 16:00,83.12
SYY,SYSCO Corporation,5/14/2021 16:00,84
SYY,SYSCO Corporation,5/17/2021 16:00,84.13
SYY,SYSCO Corporation,5/18/2021 16:00,82.91
SYY,SYSCO Corporation,5/19/2021 16:00,81.14
SYY,SYSCO Corporation,5/20/2021 16:00,80.17
SYY,SYSCO Corporation,5/21/2021 16:00,80.51
SYY,SYSCO Corporation,5/24/2021 16:00,80.37
SYY,SYSCO Corporation,5/25/2021 16:00,81.51
SYY,SYSCO Corporation,5/26/2021 16:00,81.09
SYY,SYSCO Corporation,5/27/2021 16:00,80.44
SYY,SYSCO Corporation,5/28/2021 16:00,81
SYY,SYSCO Corporation,6/1/2021 16:00,81.45
SYY,SYSCO Corporation,6/2/2021 16:00,80.68
SYY,SYSCO Corporation,6/3/2021 16:00,80.29
SYY,SYSCO Corporation,6/4/2021 16:00,79.61
SYY,SYSCO Corporation,6/7/2021 16:00,79.83
SYY,SYSCO Corporation,6/8/2021 16:00,80.31
SYY,SYSCO Corporation,6/9/2021 16:00,79.46
SYY,SYSCO Corporation,6/10/2021 16:00,78.93
SYY,SYSCO Corporation,6/11/2021 16:00,79.87
SYY,SYSCO Corporation,6/14/2021 16:00,79.4
SYY,SYSCO Corporation,6/15/2021 16:00,79.22
SYY,SYSCO Corporation,6/16/2021 16:00,77.44
SYY,SYSCO Corporation,6/17/2021 16:00,76.04
SYY,SYSCO Corporation,6/18/2021 16:00,74.71
SYY,SYSCO Corporation,6/21/2021 16:00,77.36
SYY,SYSCO Corporation,6/22/2021 16:00,77.13
SYY,SYSCO Corporation,6/23/2021 16:00,77.27
SYY,SYSCO Corporation,6/24/2021 16:00,77.23
SYY,SYSCO Corporation,6/25/2021 16:00,77.04
SYY,SYSCO Corporation,6/28/2021 16:00,76.22
SYY,SYSCO Corporation,6/29/2021 16:00,75.68
SYY,SYSCO Corporation,6/30/2021 16:00,77.75
SYY,SYSCO Corporation,7/1/2021 16:00,76.82
SYY,SYSCO Corporation,7/2/2021 16:00,76.59
SYY,SYSCO Corporation,7/6/2021 16:00,75.34
SYY,SYSCO Corporation,7/7/2021 16:00,74.85
SYY,SYSCO Corporation,7/8/2021 16:00,74.29
SYY,SYSCO Corporation,7/9/2021 16:00,76.14
SYY,SYSCO Corporation,7/12/2021 16:00,75.23
SYY,SYSCO Corporation,7/13/2021 16:00,73.31
SYY,SYSCO Corporation,7/14/2021 16:00,73.22
SYY,SYSCO Corporation,7/15/2021 16:00,72.59
SYY,SYSCO Corporation,7/16/2021 16:00,71.58
SYY,SYSCO Corporation,7/19/2021 16:00,70.47
SYY,SYSCO Corporation,7/20/2021 16:00,72.67
SYY,SYSCO Corporation,7/21/2021 16:00,73.27
SYY,SYSCO Corporation,7/22/2021 16:00,71.96
SYY,SYSCO Corporation,7/23/2021 16:00,72.87
SYY,SYSCO Corporation,7/26/2021 16:00,73.32
SYY,SYSCO Corporation,7/27/2021 16:00,73.59
SYY,SYSCO Corporation,7/28/2021 16:00,73.65
SYY,SYSCO Corporation,7/29/2021 16:00,75.08
SYY,SYSCO Corporation,7/30/2021 16:00,74.2
SYY,SYSCO Corporation,8/2/2021 16:00,73.18
SYY,SYSCO Corporation,8/3/2021 16:00,72.56
SYY,SYSCO Corporation,8/4/2021 16:00,71.75
SYY,SYSCO Corporation,8/5/2021 16:00,73.52
SYY,SYSCO Corporation,8/6/2021 16:00,73.92
SYY,SYSCO Corporation,8/9/2021 16:00,73.45
SYY,SYSCO Corporation,8/10/2021 16:00,78.24
SYY,SYSCO Corporation,8/11/2021 16:00,78.16
SYY,SYSCO Corporation,8/12/2021 16:00,78.78
SYY,SYSCO Corporation,8/13/2021 16:00,79.44
SYY,SYSCO Corporation,8/16/2021 16:00,79.33
SYY,SYSCO Corporation,8/17/2021 16:00,78.67
SYY,SYSCO Corporation,8/18/2021 16:00,76.94
SYY,SYSCO Corporation,8/19/2021 16:00,75.55
SYY,SYSCO Corporation,8/20/2021 16:00,76.79
SYY,SYSCO Corporation,8/23/2021 16:00,77.56
SYY,SYSCO Corporation,8/24/2021 16:00,78.45
SYY,SYSCO Corporation,8/25/2021 16:00,79.15
SYY,SYSCO Corporation,8/26/2021 16:00,79.02
SYY,SYSCO Corporation,8/27/2021 16:00,80.25
SYY,SYSCO Corporation,8/30/2021 16:00,78.99
SYY,SYSCO Corporation,8/31/2021 16:00,79.65
SYY,SYSCO Corporation,9/1/2021 16:00,78.99
SYY,SYSCO Corporation,9/2/2021 16:00,78.36
SYY,SYSCO Corporation,9/3/2021 16:00,77.35
SYY,SYSCO Corporation,9/7/2021 16:00,77.14
SYY,SYSCO Corporation,9/8/2021 16:00,76.41
SYY,SYSCO Corporation,9/9/2021 16:00,77.97
SYY,SYSCO Corporation,9/10/2021 16:00,76.56
SYY,SYSCO Corporation,9/13/2021 16:00,76.87
TWTR,Twitter Inc,1/2/2020 16:00,32.3
TWTR,Twitter Inc,1/3/2020 16:00,31.52
TWTR,Twitter Inc,1/6/2020 16:00,31.64
TWTR,Twitter Inc,1/7/2020 16:00,32.54
TWTR,Twitter Inc,1/8/2020 16:00,33.05
TWTR,Twitter Inc,1/9/2020 16:00,33.22
TWTR,Twitter Inc,1/10/2020 16:00,32.78
TWTR,Twitter Inc,1/13/2020 16:00,32.69
TWTR,Twitter Inc,1/14/2020 16:00,32.82
TWTR,Twitter Inc,1/15/2020 16:00,33.23
TWTR,Twitter Inc,1/16/2020 16:00,34.19
TWTR,Twitter Inc,1/17/2020 16:00,34.22
TWTR,Twitter Inc,1/21/2020 16:00,34.09
TWTR,Twitter Inc,1/22/2020 16:00,34.02
TWTR,Twitter Inc,1/23/2020 16:00,33.89
TWTR,Twitter Inc,1/24/2020 16:00,33.19
TWTR,Twitter Inc,1/27/2020 16:00,32.78
TWTR,Twitter Inc,1/28/2020 16:00,33.42
TWTR,Twitter Inc,1/29/2020 16:00,33.63
TWTR,Twitter Inc,1/30/2020 16:00,33.22
TWTR,Twitter Inc,1/31/2020 16:00,32.48
TWTR,Twitter Inc,2/3/2020 16:00,33.07
TWTR,Twitter Inc,2/4/2020 16:00,33.96
TWTR,Twitter Inc,2/5/2020 16:00,33.39
TWTR,Twitter Inc,2/6/2020 16:00,38.41
TWTR,Twitter Inc,2/7/2020 16:00,37.03
TWTR,Twitter Inc,2/10/2020 16:00,35.96
TWTR,Twitter Inc,2/11/2020 16:00,35.65
TWTR,Twitter Inc,2/12/2020 16:00,36.79
TWTR,Twitter Inc,2/13/2020 16:00,37.16
TWTR,Twitter Inc,2/14/2020 16:00,36.91
TWTR,Twitter Inc,2/18/2020 16:00,38.06
TWTR,Twitter Inc,2/19/2020 16:00,38.77
TWTR,Twitter Inc,2/20/2020 16:00,39.05
TWTR,Twitter Inc,2/21/2020 16:00,38.31
TWTR,Twitter Inc,2/24/2020 16:00,35.89
TWTR,Twitter Inc,2/25/2020 16:00,35.21
TWTR,Twitter Inc,2/26/2020 16:00,34.63
TWTR,Twitter Inc,2/27/2020 16:00,33.01
TWTR,Twitter Inc,2/28/2020 16:00,33.2
TWTR,Twitter Inc,3/2/2020 16:00,35.82
TWTR,Twitter Inc,3/3/2020 16:00,34.93
TWTR,Twitter Inc,3/4/2020 16:00,36
TWTR,Twitter Inc,3/5/2020 16:00,34.97
TWTR,Twitter Inc,3/6/2020 16:00,33.46
TWTR,Twitter Inc,3/9/2020 16:00,32.46
TWTR,Twitter Inc,3/10/2020 16:00,34.31
TWTR,Twitter Inc,3/11/2020 16:00,31.3
TWTR,Twitter Inc,3/12/2020 16:00,26.78
TWTR,Twitter Inc,3/13/2020 16:00,29.29
TWTR,Twitter Inc,3/16/2020 16:00,24.04
TWTR,Twitter Inc,3/17/2020 16:00,24.48
TWTR,Twitter Inc,3/18/2020 16:00,22
TWTR,Twitter Inc,3/19/2020 16:00,24.13
TWTR,Twitter Inc,3/20/2020 16:00,23.95
TWTR,Twitter Inc,3/23/2020 16:00,24.69
